owner,name,url,description,run_count,created_at,visibility,github_url,paper_url,license_url
meta,llama-2-70b,https://replicate.com/meta/llama-2-70b,"Base version of Llama 2, a 70 billion parameter language model from Meta.",358906,2023-07-20T02:26:22.517556Z,public,https://github.com/a16z-infra/cog-llama-template,https://ai.meta.com/research/publications/llama-2-open-foundation-and-fine-tuned-chat-models/,https://ai.meta.com/resources/models-and-libraries/llama-downloads/
meta,llama-2-13b-chat,https://replicate.com/meta/llama-2-13b-chat,"A 13 billion parameter language model from Meta, fine tuned for chat completions",4872064,2023-07-15T06:43:30.569871Z,public,https://github.com/a16z-infra/cog-llama-template,https://ai.meta.com/research/publications/llama-2-open-foundation-and-fine-tuned-chat-models/,https://ai.meta.com/resources/models-and-libraries/llama-downloads/
meta,llama-2-13b,https://replicate.com/meta/llama-2-13b,"Base version of Llama 2 13B, a 13 billion parameter language model",209130,2023-08-25T19:07:46.982860Z,public,https://github.com/replicate/cog-llama-template,https://ai.meta.com/research/publications/llama-2-open-foundation-and-fine-tuned-chat-models/,https://ai.meta.com/resources/models-and-libraries/llama-downloads/
meta,llama-2-7b,https://replicate.com/meta/llama-2-7b,"Base version of Llama 2 7B, a 7 billion parameter language model",659466,2023-07-20T05:00:26.201521Z,public,,,
pielgrin,sdxl-omaji-sport,https://replicate.com/pielgrin/sdxl-omaji-sport,,97,2023-09-13T15:01:56.585107Z,public,,,
fofr,neuromancer-13b,https://replicate.com/fofr/neuromancer-13b,llama-13b-base fine-tuned on Neuromancer style,152,2023-09-13T06:43:17.453747Z,public,,,
hilongjw,screen-ui-detector,https://replicate.com/hilongjw/screen-ui-detector,,63,2023-09-13T07:57:19.785360Z,public,,,
lucataco,realvisxl-v1.0,https://replicate.com/lucataco/realvisxl-v1.0,Implementation of SDXL RealVisXL_V1.0,44248,2023-09-13T02:28:23.408873Z,public,https://github.com/lucataco/cog-realvisxl-v1.0,,https://huggingface.co/models?license=license%3Aopenrail%2B%2B
rileyhacks007,sdxl-national-park-posters,https://replicate.com/rileyhacks007/sdxl-national-park-posters,Creates Images Based on the 1930's US National Park Posters,577,2023-09-12T22:54:10.804630Z,public,,,
lucataco,sdxl-controlnet-depth,https://replicate.com/lucataco/sdxl-controlnet-depth,SDXL ControlNet - Depth,31881,2023-08-14T17:10:46.325390Z,public,https://github.com/lucataco/cog-sdxl-controlnet-depth,,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0/blob/main/LICENSE.md
cbh123,dylan-lyrics,https://replicate.com/cbh123/dylan-lyrics,Llama 2 13B fine-tuned on Bob Dylan lyrics,276,2023-08-17T16:06:00.897764Z,public,,,
settai98,sdxl-mm-game-layout,https://replicate.com/settai98/sdxl-mm-game-layout,,75,2023-09-12T10:57:52.280776Z,public,,,
fofr,prompt-classifier,https://replicate.com/fofr/prompt-classifier,"Determines the toxicity of text to image prompts, llama-13b fine-tune. [SAFETY_RANKING] between 0 (safe) and 10 (toxic)",1894083,2023-09-12T09:11:02.687980Z,public,,,
lucataco,clip-interrogator,https://replicate.com/lucataco/clip-interrogator,CLIP Interrogator (for faster inference),123125,2023-07-14T05:52:48.539456Z,public,https://github.com/lucataco/cog-clip-interrogator,https://replicate.com/pharmapsychotic/clip-interrogator,https://github.com/pharmapsychotic/clip-interrogator/blob/main/LICENSE
hilongjw,logo_detector,https://replicate.com/hilongjw/logo_detector,,277,2023-09-11T07:51:44.091511Z,public,,,
marissamarym,sdxl-gouache,https://replicate.com/marissamarym/sdxl-gouache,,95,2023-09-12T00:53:19.670156Z,public,,,
marissamarym,sdxl-paintings,https://replicate.com/marissamarym/sdxl-paintings,,3493,2023-09-11T22:36:10.679916Z,public,,,
grabielairu,sdxl-junji-ito,https://replicate.com/grabielairu/sdxl-junji-ito,An SDXL fine-tune based on Junji Ito's manga drawings,303,2023-09-11T21:05:25.777515Z,public,,,
jschoormans,lora-laagaam,https://replicate.com/jschoormans/lora-laagaam,,139,2023-09-11T17:44:02.515571Z,public,,,
pielgrin,sdxl-omaji,https://replicate.com/pielgrin/sdxl-omaji,,118,2023-09-11T13:50:04.819624Z,public,,,
mpopv,dndxl,https://replicate.com/mpopv/dndxl,SDXL finetuned on fantasy TTRPG sourcebook art.,567,2023-09-11T03:10:42.970018Z,public,,,
arjinroni,togg,https://replicate.com/arjinroni/togg,,210,2023-09-10T18:21:49.512996Z,public,,,
hilongjw,sec_detect,https://replicate.com/hilongjw/sec_detect,,27,2023-09-09T05:49:34.008209Z,public,,,
pharmapsychotic,clip-interrogator,https://replicate.com/pharmapsychotic/clip-interrogator,The CLIP Interrogator is a prompt engineering tool that combines OpenAI's CLIP and Salesforce's BLIP to optimize text prompts to match a given image. Use the resulting prompts with text-to-image models like Stable Diffusion to create cool art!,4450484,2022-10-28T17:47:38.473429Z,public,https://github.com/pharmapsychotic/clip-interrogator,,https://github.com/pharmapsychotic/clip-interrogator/blob/main/LICENSE
grabielairu,burton,https://replicate.com/grabielairu/burton,An SDXL fine-tune based on Tim Burton’s characters,433,2023-09-09T19:23:15.511702Z,public,,,
asazonov,thismpdoesntexist,https://replicate.com/asazonov/thismpdoesntexist,,66,2023-09-09T16:54:18.920659Z,public,,,
lucataco,sdxl-panoramic,https://replicate.com/lucataco/sdxl-panoramic,360 Panorama SDXL image with inpainted wrapping seam,6444,2023-09-09T06:11:26.312352Z,public,https://github.com/lucataco/cog-sdxl-panoramic-inpaint,,
grabielairu,catrina,https://replicate.com/grabielairu/catrina,An SDXL fine-tune based on Día de muertos’ catrina pictures,157,2023-09-09T17:19:45.627485Z,public,,,
asazonov,prokudin-gorsky,https://replicate.com/asazonov/prokudin-gorsky,"Prokudin-Gorsky was a chemist and photographer, best known for his pioneering work in colour photography",243,2023-09-09T13:38:54.244662Z,public,,,
galleri5,icons,https://replicate.com/galleri5/icons,SDXL finetune to generate slick Icons and Flat Pop Constructivist Graphics with thick edges. Trained on Bing Generations,29266,2023-09-09T10:36:08.530020Z,public,,,
z1zo7,home_furnishings,https://replicate.com/z1zo7/home_furnishings,,564,2023-09-05T06:31:06.388781Z,public,,,
grabielairu,ghibli,https://replicate.com/grabielairu/ghibli,An SDXL fine-tune based on studio Ghibli picture stills,2093,2023-09-09T00:38:43.131300Z,public,,,
fofr,sdxl-emoji,https://replicate.com/fofr/sdxl-emoji,An SDXL fine-tune based on Apple Emojis,10812700,2023-09-04T09:18:11.028708Z,public,,,
adirik,lightweight-openpose,https://replicate.com/adirik/lightweight-openpose,"PyTorch version of Lightweight OpenPose as introduced in ""Real-time 2D Multi-Person Pose Estimation on CPU: Lightweight OpenPose""",1621,2023-09-07T19:08:31.304267Z,public,https://github.com/replicate/cog-lightweight-openpose,https://arxiv.org/abs/1811.12004,https://github.com/Daniil-Osokin/lightweight-human-pose-estimation.pytorch/blob/master/LICENSE
niron1,llama-2-7b-chat,https://replicate.com/niron1/llama-2-7b-chat,LLAMA-2 7b chat version by Meta. Stream support. Unaltered prompt. Temperature working properly. Economical hardware.,292,2023-08-15T20:21:25.065753Z,public,https://github.com/niron1/rep-llama-2-7b-chat,https://huggingface.co/daryl149/llama-2-7b-chat-hf,
jschoormans,zara-striped-shirt,https://replicate.com/jschoormans/zara-striped-shirt,Trained on https://www.zara.com/nl/nl/comfort-overhemd-met-structuur-p01063340.html?v1=301567503&v2=2297813,161,2023-09-08T12:05:00.910513Z,public,,,
sofoo1992,tuiwen,https://replicate.com/sofoo1992/tuiwen,,565,2023-09-07T16:58:30.050248Z,public,,,
william-perez-dev,vegetius,https://replicate.com/william-perez-dev/vegetius,"Generate images in the style of Vegetius, a writer of the Later Roman Empire. Start each prompt with: In the style of Vegetius, [your prompt]",148,2023-09-08T04:08:19.566362Z,public,,,
dylanhecht,nikki_training_test,https://replicate.com/dylanhecht/nikki_training_test,,336,2023-09-08T02:04:42.791289Z,public,,,
awilliamson10,meta-nougat,https://replicate.com/awilliamson10/meta-nougat,Nougat: Neural Optical Understanding for Academic Documents,4789,2023-09-07T17:28:38.536660Z,public,https://github.com/awilliamson10/replicate-nougat,,https://github.com/awilliamson10/replicate-nougat/blob/main/LICENSE
william-perez-dev,sdxl-betidraws,https://replicate.com/william-perez-dev/sdxl-betidraws,"Generate colorful drawings in the style of crayon over canvas. Start each prompt with: In the style of DRAWS, [your prompt]",69,2023-09-07T23:14:14.963685Z,public,,,
angela-goncalves,sdk-image2image,https://replicate.com/angela-goncalves/sdk-image2image,Elegant clothes,1237,2023-09-05T18:01:00.841423Z,public,,,
karanchawla,studio-ghibli,https://replicate.com/karanchawla/studio-ghibli,Public SDXL model trained on the style of Studio Ghibli,35657,2023-09-07T19:29:58.179895Z,public,,,
sofoo1992,tuiwen-v1,https://replicate.com/sofoo1992/tuiwen-v1,,64,2023-09-07T09:30:56.156989Z,public,,,
anotherjesse,sdxl-civit-lora,https://replicate.com/anotherjesse/sdxl-civit-lora,,11686,2023-09-07T14:24:24.014285Z,public,,,
charlesdoiron,joy,https://replicate.com/charlesdoiron/joy,Generate image in the style of https://www.instagram.com/juliecesare/,498,2023-09-07T11:24:14.637363Z,public,,,
jbilcke,sdxl-foundation,https://replicate.com/jbilcke/sdxl-foundation,A LoRA based on Foundation,668,2023-09-07T09:32:18.085433Z,public,,,
jbilcke,sdxl-majestic,https://replicate.com/jbilcke/sdxl-majestic,,100,2023-09-07T09:18:39.024759Z,public,,,
sofoo1992,sd21,https://replicate.com/sofoo1992/sd21,,58,2023-09-07T08:29:27.213401Z,public,,,
sagolab,faceai,https://replicate.com/sagolab/faceai,,893,2023-09-04T01:29:56.154102Z,public,,,
paappraiser,gratefuldead,https://replicate.com/paappraiser/gratefuldead,trained on grateful dead posters.,536,2023-09-06T21:18:53.335498Z,public,,,
meta,codellama-13b-instruct,https://replicate.com/meta/codellama-13b-instruct,A 13 billion parameter Llama tuned for coding and conversation,61204,2023-08-25T21:38:37.489793Z,public,https://github.com/facebookresearch/codellama,https://ai.meta.com/research/publications/code-llama-open-foundation-models-for-code/,https://github.com/facebookresearch/llama/blob/main/LICENSE
meta,codellama-13b-python,https://replicate.com/meta/codellama-13b-python,A 13 billion parameter Llama tuned for coding with Python,3868,2023-08-26T03:37:18.370271Z,public,https://github.com/facebookresearch/codellama,https://ai.meta.com/research/publications/code-llama-open-foundation-models-for-code/,https://github.com/facebookresearch/llama/blob/main/LICENSE
meta,codellama-7b-python,https://replicate.com/meta/codellama-7b-python,A 7 billion parameter Llama tuned for coding with Python,10585,2023-08-26T03:36:28.580973Z,public,https://github.com/facebookresearch/codellama,https://ai.meta.com/research/publications/code-llama-open-foundation-models-for-code/,https://github.com/facebookresearch/llama/blob/main/LICENSE
meta,codellama-7b,https://replicate.com/meta/codellama-7b,A 7 billion parameter Llama tuned for coding and conversation,22766,2023-08-26T03:36:06.999017Z,public,https://github.com/facebookresearch/codellama,https://ai.meta.com/research/publications/code-llama-open-foundation-models-for-code/,https://github.com/facebookresearch/llama/blob/main/LICENSE
amadad,sdxl-venomyth,https://replicate.com/amadad/sdxl-venomyth,Joshua Ray Stephens comic generator,255,2023-09-06T17:34:08.926411Z,public,,,
galleri5,glitch,https://replicate.com/galleri5/glitch,"WIP - For as the neon nights beget dayglo days, Glitch doth glitch the glitched, a jumble-jam, a kerfuffle of kilobytes.",1398,2023-09-06T16:06:35.479551Z,public,,,
jbilcke,sdxl-panorama,https://replicate.com/jbilcke/sdxl-panorama,First version of my panorama LoRA (use 1024x512),2141,2023-09-06T16:01:43.413285Z,public,,,
subscriptions10x,sdxl-inpainting,https://replicate.com/subscriptions10x/sdxl-inpainting,,96635,2023-09-06T08:47:39.890472Z,public,,,
doriandarko,sdxl-akira,https://replicate.com/doriandarko/sdxl-akira,SDXL model trained on the cult movie AKIRA,1116,2023-09-02T02:08:06.045376Z,public,,,
rileyjshaw,gshock,https://replicate.com/rileyjshaw/gshock,,59,2023-09-06T03:47:43.135342Z,public,,,
sepal,sdxl-inpainting,https://replicate.com/sepal/sdxl-inpainting,Stable Diffusion XL specifically trained on Inpainting by huggingface,10912,2023-09-06T12:52:47.242498Z,public,https://github.com/sepal/cog-sdxl-inpainting,,
lucataco,codeformer,https://replicate.com/lucataco/codeformer,Robust face restoration algorithm for old photos/AI-generated faces,6952026,2023-09-06T04:10:50.158696Z,public,https://github.com/sczhou/CodeFormer,https://arxiv.org/abs/2206.11253,https://github.com/sczhou/CodeFormer/blob/master/LICENSE
yash-banka,toast,https://replicate.com/yash-banka/toast,Creates new flavor profiles on a toast,193,2023-09-06T00:51:17.289092Z,public,,,
paappraiser,messywatercolor,https://replicate.com/paappraiser/messywatercolor,,277,2023-09-05T23:55:24.975869Z,public,,,
nateraw,samsum-llama-7b,https://replicate.com/nateraw/samsum-llama-7b,llama-2-7b fine-tuned on the samsum dataset for dialogue summarization,139,2023-09-05T22:41:32.483651Z,public,https://github.com/replicate/cog-llama-template,https://arxiv.org/abs/2307.09288,https://github.com/replicate/cog-llama-template/blob/main/LICENSE.txt
paappraiser,wile_e_coyote_background,https://replicate.com/paappraiser/wile_e_coyote_background,Trained on old Looney tune RoadRunner background art,105,2023-09-05T23:02:52.652220Z,public,,,
paappraiser,looney,https://replicate.com/paappraiser/looney,,59,2023-09-01T04:08:29.105096Z,public,,,
iamsml,article-chair-sdxl,https://replicate.com/iamsml/article-chair-sdxl,,97,2023-09-05T20:06:54.277037Z,public,,,
iamsml,new-balance-sdxl,https://replicate.com/iamsml/new-balance-sdxl,New Balance 992 shoe model,195,2023-09-05T04:51:38.251779Z,public,,,
iamsml,shoes-sdxl,https://replicate.com/iamsml/shoes-sdxl,,128,2023-09-05T16:16:49.829688Z,public,,,
uwulewd,airoboros-llama-2-70b,https://replicate.com/uwulewd/airoboros-llama-2-70b,Inference Airoboros L2 70B 2.1 - GPTQ using ExLlama.,17625,2023-07-30T10:36:29.721409Z,public,https://github.com/LagPixelLOL/cog-exllama,,https://github.com/LagPixelLOL/cog-exllama/blob/main/LICENSE
paappraiser,looneytunes,https://replicate.com/paappraiser/looneytunes,Error in training model. Supposed to be looney tunes but was a devinci files.,262,2023-08-31T23:29:23.661752Z,public,,,
guillaumesimon,romy-style,https://replicate.com/guillaumesimon/romy-style,,751,2023-09-05T12:57:56.900601Z,public,,,
guillaumesimon,radostina2,https://replicate.com/guillaumesimon/radostina2,,194,2023-09-05T09:50:22.415286Z,public,,,
jbilcke,sdxl-liminal,https://replicate.com/jbilcke/sdxl-liminal,,48,2023-09-05T06:57:34.054294Z,public,,,
doriandarko,sdxl-obradinn,https://replicate.com/doriandarko/sdxl-obradinn,SDXL model trained on the game The Return of The Obra Dinn,306,2023-09-04T20:55:09.472524Z,public,,,
jschoormans,brain-mri,https://replicate.com/jschoormans/brain-mri,SDXL fine-tuned on 100 2D axial brain MRIs (various sequences),40,2023-09-04T20:28:02.778996Z,public,,,
jschoormans,sdxl-bluey,https://replicate.com/jschoormans/sdxl-bluey,Your own Bluey generator!,167,2023-09-04T19:27:07.623024Z,public,,,
lucataco,blueprint,https://replicate.com/lucataco/blueprint,An SDXL fine-tune based on blueprints,323,2023-09-04T18:52:29.014038Z,public,,,
rileyhacks007,sdkl-pointillism-test,https://replicate.com/rileyhacks007/sdkl-pointillism-test,,34,2023-09-03T22:16:17.171331Z,public,,,
d3vilsn0w,sdxl-fm,https://replicate.com/d3vilsn0w/sdxl-fm,,385,2023-09-04T10:53:15.567631Z,public,,,
d3vilsn0w,sdxl-bx,https://replicate.com/d3vilsn0w/sdxl-bx,,149,2023-09-02T08:16:09.867962Z,public,,,
sidhq,christ_gantenbein_exterior,https://replicate.com/sidhq/christ_gantenbein_exterior,,35,2023-09-04T02:09:13.479218Z,public,,,
doriandarko,sdxl-dolcevita,https://replicate.com/doriandarko/sdxl-dolcevita,SDXL model trained onon iconic Italian posters from the '60s.,795,2023-09-03T22:20:26.458333Z,public,,,
iamsml,tani_v2,https://replicate.com/iamsml/tani_v2,sdxl with training,128,2023-09-03T22:15:56.036853Z,public,,,
asronline,sdxl-btas-titles,https://replicate.com/asronline/sdxl-btas-titles,,76,2023-09-03T01:11:02.187739Z,public,,,
asronline,mk1-redux,https://replicate.com/asronline/mk1-redux,"A refined version of my original MK1 model, with a better focus on fighters with human faces, and different materials (water, ice, fire, etc.)",2082,2023-09-02T21:45:59.397275Z,public,,,
fofr,sdxl-deep-dream,https://replicate.com/fofr/sdxl-deep-dream,An SDXL fine-tune based on Deep Dream,1319,2023-09-02T21:14:31.367764Z,public,,,
lucataco,ms-img2vid,https://replicate.com/lucataco/ms-img2vid,Turn any image into a video,1301433,2023-09-02T17:31:35.708026Z,public,https://github.com/lucataco/cog-ms-img2vid,https://huggingface.co/spaces/fffiloni/MS-Image2Video,
mattismegevand,sdxl-mspaint,https://replicate.com/mattismegevand/sdxl-mspaint,SDXL fine-tuned on illustration done in MS Paint,156,2023-09-02T17:07:53.032734Z,public,,,
mattismegevand,sdxl-gustavedore,https://replicate.com/mattismegevand/sdxl-gustavedore,SDXL fine-tuned on Gustave Doré's illustrations,217,2023-09-02T15:10:24.420653Z,public,,,
princezoho,gunslingersxyz,https://replicate.com/princezoho/gunslingersxyz,Gunslingers backgrounds and possibly characters,263,2023-09-02T05:17:29.695618Z,public,,,
fofr,sdxl-labyrinths,https://replicate.com/fofr/sdxl-labyrinths,,328,2023-09-01T22:09:09.081919Z,public,,,
fofr,sdxl-pans-labyrinth,https://replicate.com/fofr/sdxl-pans-labyrinth,An SDXL fine-tune based on Pan's Labyrinth,302,2023-09-01T22:07:46.518390Z,public,,,
fofr,sdxl-labyrinth,https://replicate.com/fofr/sdxl-labyrinth,An SDXL fine-tune based on the Labyrinth movie,801,2023-09-01T21:50:36.976714Z,public,,,
steventsao,purikura,https://replicate.com/steventsao/purikura,,29,2023-09-01T18:19:15.648054Z,public,,,
cbh123,samsum,https://replicate.com/cbh123/samsum,,109,2023-08-31T23:36:13.638882Z,public,,,
fofr,llama2-prompter,https://replicate.com/fofr/llama2-prompter,Llama2 13b base model fine-tuned on text to image prompts,515,2023-08-23T12:03:27.656688Z,public,,,
nateraw,samsum-llama-2-13b,https://replicate.com/nateraw/samsum-llama-2-13b,,852,2023-09-01T03:08:18.153112Z,public,,,
roskideluge,tarot-style,https://replicate.com/roskideluge/tarot-style,SDXL fine-tuned on the Raider-Waite-Smith tarot deck,160,2023-09-01T08:21:25.109542Z,public,,,
asronline,sdxl-mk1,https://replicate.com/asronline/sdxl-mk1,Generate Mortal Kombat 1 fighters and character skins,7789,2023-09-01T05:42:22.053656Z,public,,,
asronline,sdxl-btas,https://replicate.com/asronline/sdxl-btas,Generate images in the style of Batman The Animated Series,109,2023-09-01T02:46:01.547927Z,public,,,
mejiabrayan,bar,https://replicate.com/mejiabrayan/bar,,384,2023-09-01T02:38:20.993096Z,public,,,
hilongjw,dora_page,https://replicate.com/hilongjw/dora_page,,193,2023-08-27T09:37:12.012563Z,public,,,
jakobsitter,js_sdxl,https://replicate.com/jakobsitter/js_sdxl,,2278,2023-09-01T00:59:47.701854Z,public,,,
davidbarker,sdxl-film-noir,https://replicate.com/davidbarker/sdxl-film-noir,SDXL fine-tuned on film noir movie stills,878,2023-08-31T21:58:42.099736Z,public,,,
davidbarker,sdxl-soviet-propaganda,https://replicate.com/davidbarker/sdxl-soviet-propaganda,SDXL fine-tuned on Soviet propaganda posters,1356,2023-08-31T21:53:22.986472Z,public,,,
mejiabrayan,logoai,https://replicate.com/mejiabrayan/logoai,,1879864,2023-08-31T19:25:26.015718Z,public,,,
mohamm-ad,sdxl-studioghibli,https://replicate.com/mohamm-ad/sdxl-studioghibli,A Stable Diffusion model fine tuned on a limited set of Studio Ghibli landscape images,634,2023-08-31T16:51:10.734372Z,public,,,
brunnolou,ginetta-stock,https://replicate.com/brunnolou/ginetta-stock,Ginetta.net office photos fine-tuned on SDXL,45,2023-08-31T10:47:45.368735Z,public,,,
jbilcke,sdxl-tombraider,https://replicate.com/jbilcke/sdxl-tombraider,A SDXL LoRA inspired by Tomb Raider (1996),255,2023-08-31T08:57:23.010896Z,public,,,
jesusizq,avatar-play,https://replicate.com/jesusizq/avatar-play,,1438,2023-08-24T11:22:13.506725Z,public,,,
adynblaed,embersteel-sdxl-andraxus,https://replicate.com/adynblaed/embersteel-sdxl-andraxus,SDXL for Embersteel | Andraxus,183,2023-08-31T05:41:27.634133Z,public,,,
cbh123,homerbot,https://replicate.com/cbh123/homerbot,,54,2023-08-30T18:22:28.547472Z,public,,,
lucataco,wizardcoder-python-34b-v1.0,https://replicate.com/lucataco/wizardcoder-python-34b-v1.0,Empowering Code Large Language Models with Evol-Instruct,881,2023-08-30T16:25:37.598585Z,public,https://github.com/lucataco/cog-wizardcoder-python-34b-v1.0,https://huggingface.co/papers/2304.12244,https://huggingface.co/models?license=license%3Allama2
divyavanmahajan,my-pet-llama,https://replicate.com/divyavanmahajan/my-pet-llama,,21,2023-08-30T19:17:54.404759Z,public,,,
zylim0702,controlnet-v1-1-multi,https://replicate.com/zylim0702/controlnet-v1-1-multi,clip interrogator with controlnet sdxl for canny and controlnet v1.1 for the others,2017,2023-08-07T04:09:55.711876Z,public,,,
brettimus,sdxl-paco,https://replicate.com/brettimus/sdxl-paco,,170,2023-08-30T16:47:30.302728Z,public,,,
jbilcke,sdxl-botw,https://replicate.com/jbilcke/sdxl-botw,A SDXL LoRA inspired by Breath of the Wild,592,2023-08-30T15:44:17.372266Z,public,,,
jbilcke,sdxl-zelda64,https://replicate.com/jbilcke/sdxl-zelda64,A SDXL LoRA inspired by Zelda games on Nintendo 64,494,2023-08-29T09:44:56.226776Z,public,,,
doriandarko,sdxl-allaprima,https://replicate.com/doriandarko/sdxl-allaprima,SDXL model trained on a blocky oil painting and still life.,3715,2023-08-30T13:56:45.276686Z,public,,,
brettimus,sdxl-adelaide,https://replicate.com/brettimus/sdxl-adelaide,,513,2023-08-29T19:50:05.743929Z,public,,,
zallesov,super-real-llama2,https://replicate.com/zallesov/super-real-llama2,,242,2023-08-29T11:18:10.594417Z,public,,,
nateraw,wizardcoder-python-34b-v1.0,https://replicate.com/nateraw/wizardcoder-python-34b-v1.0,,98,2023-08-29T17:39:31.685042Z,public,,,
doriandarko,sdxl-hiroshinagai,https://replicate.com/doriandarko/sdxl-hiroshinagai,SDXL model trained on Hiroshi Nagai's illustrations.,31728,2023-08-29T13:23:43.013074Z,public,,,
rhamnett,wizardcoder-34b-v1.0,https://replicate.com/rhamnett/wizardcoder-34b-v1.0,"Recently, this variant of Code Llama called WizardCoder 34B has emerged and achieved better scores than GPT4 on Human Eval",2470,2023-08-29T01:07:26.650847Z,public,,,
jbilcke,sdxl-beksinski,https://replicate.com/jbilcke/sdxl-beksinski,,43,2023-08-29T09:44:39.667379Z,public,,,
jbilcke,sdxl-early-moebius,https://replicate.com/jbilcke/sdxl-early-moebius,,23,2023-08-29T09:16:35.746388Z,public,,,
jbilcke,sdxl-brussels,https://replicate.com/jbilcke/sdxl-brussels,,17,2023-08-28T22:55:39.342289Z,public,,,
jbilcke,sdxl-lean-moebius,https://replicate.com/jbilcke/sdxl-lean-moebius,,58,2023-08-28T22:28:53.190688Z,public,,,
pimentoml,helmut,https://replicate.com/pimentoml/helmut,,66,2023-08-28T12:57:41.611144Z,public,,,
surrealeverything,illustr.ai,https://replicate.com/surrealeverything/illustr.ai,https://illustr.space/,233,2023-08-22T19:14:11.585118Z,public,,,
1m4nt0,e5-large-v2,https://replicate.com/1m4nt0/e5-large-v2,Generate embeddings from text,407,2023-08-25T12:23:44.997965Z,public,,https://arxiv.org/pdf/2212.03533.pdf,
fofr,sdxl-tng-interior,https://replicate.com/fofr/sdxl-tng-interior,SDXL fine-tune of Star Trek Next Generation interiors,1309,2023-08-27T20:16:09.503324Z,public,,,
fofr,sdxl-2004,https://replicate.com/fofr/sdxl-2004,An SDXL fine-tune based on bad 2004 digital photography,13870,2023-08-27T19:00:05.982487Z,public,,,
davidbarker,sdxl-spectrogram,https://replicate.com/davidbarker/sdxl-spectrogram,SDXL trained on a variety of spectrograms,93,2023-08-27T03:59:20.172602Z,public,,,
soykertje,spleeter,https://replicate.com/soykertje/spleeter,Spleeter is Deezer source separation library with pretrained models written in Python and uses Tensorflow.,790322,2023-08-27T00:32:24.423668Z,public,https://github.com/Soykertje/cog-spleeter,https://joss.theoj.org/papers/10.21105/joss.02154,https://github.com/Soykertje/cog-whisper/blob/main/LICENSE
davidbarker,sdxl-victorian-britain,https://replicate.com/davidbarker/sdxl-victorian-britain,SDXL trained on photographs from Victorian-era Britain,445,2023-08-26T23:01:09.969983Z,public,,,
seanoliver,bob-dylan-fun-tuning,https://replicate.com/seanoliver/bob-dylan-fun-tuning,Llama fine-tune-athon project training llama2 on bob dylan lyrics.,43,2023-08-26T22:38:36.904785Z,public,,,
zzzziqi,sd-x,https://replicate.com/zzzziqi/sd-x,explore the replicate,40,2023-08-12T09:52:55.306729Z,public,,,
meta,codellama-34b,https://replicate.com/meta/codellama-34b,A 34 billion parameter Llama tuned for coding and conversation,10047,2023-08-26T03:37:43.483859Z,public,https://github.com/facebookresearch/codellama,https://ai.meta.com/research/publications/code-llama-open-foundation-models-for-code/,https://github.com/facebookresearch/llama/blob/main/LICENSE
gregwdata,defog-sqlcoder-q8,https://replicate.com/gregwdata/defog-sqlcoder-q8,Defog's SQLCoder is a state-of-the-art LLM for converting natural language questions to SQL queries. SQLCoder is a 15B parameter fine-tuned on a base StarCoder model.,12534,2023-08-22T04:49:56.923533Z,public,https://github.com/gregwdata/cog-sqlcoder,,https://github.com/gregwdata/cog-sqlcoder/blob/main/LICENSE
davidbarker,sdxl-polaroid,https://replicate.com/davidbarker/sdxl-polaroid,"Photos on Polaroid, including hands holding Polaroid photos",6558,2023-08-25T14:11:49.414329Z,public,,,
mark3labs,embeddings-gte-base,https://replicate.com/mark3labs/embeddings-gte-base,General Text Embeddings (GTE) model.,1147673,2023-08-17T18:44:28.798269Z,public,https://github.com/mark3labs/replicate-embeddings-gte-base,,https://opensource.org/license/mit/
zylim0702,sdxl-lora-customize-training,https://replicate.com/zylim0702/sdxl-lora-customize-training,Introducing a Lora Instant Training model for crafting stunning 1024x1024 visuals. Train your own Lora Model via zip photos for instant outputs. Try Lora Model using this link: https://replicate.com/zylim0702/sdxl-lora-customize-model.,22829,2023-08-20T06:57:49.073254Z,public,,,
wglodell,cog-whisperx-withprompt,https://replicate.com/wglodell/cog-whisperx-withprompt,WhisperX transcription with inital_prompt,251537,2023-08-24T00:06:49.942776Z,public,https://github.com/wglodell/cog-whisperx-withprompt,,
cbh123,sdxl-illusions,https://replicate.com/cbh123/sdxl-illusions,,251,2023-08-22T20:10:07.381994Z,public,,,
cbh123,sdxl-money,https://replicate.com/cbh123/sdxl-money,SDXL fine-tuned on currencies,5579,2023-08-22T20:03:31.516487Z,public,,,
nateraw,llama-2-7b-chat-hf,https://replicate.com/nateraw/llama-2-7b-chat-hf,,90,2023-08-22T15:48:10.274190Z,public,,,
zeke,adventure-time,https://replicate.com/zeke/adventure-time,SDXL finetune (IIRC?) based on the Adventure Time show,322,2023-08-22T00:21:36.632484Z,public,,,
soykertje,whisper,https://replicate.com/soykertje/whisper,Convert speech in audio to text,84655,2023-07-30T07:38:13.740569Z,public,https://github.com/Soykertje/cog-whisper,,https://github.com/Soykertje/cog-whisper/blob/main/LICENSE
e7mac,beatnet,https://replicate.com/e7mac/beatnet,,824,2023-08-18T18:47:04.870995Z,public,,,
yotamwolf,minecraft-textures-sdxl,https://replicate.com/yotamwolf/minecraft-textures-sdxl,,2047,2023-08-21T12:16:28.064999Z,public,,,
